lrk_id;type_oko;opc;actuele_naam_oko;aantal_kindplaatsen;ve;status;inschrijfdatum;opvanglocatie_adres;opvanglocatie_postcode;opvanglocatie_woonplaats;bag_id;naam_houder;kvk_nummer_houder;vestigingsnummer_houder;rechtsvorm_houder;start_geschillencommissie;einde_geschillencommissie;houder_adres;houder_postcode;houder_woonplaats;houder_buitenland;correspondentie_adres;correspondentie_postcode;correspondentie_woonplaats;correspondentie_buitenland;contact_persoon;contact_telefoon;contact_emailadres;contact_website;cbs_code;verantwoordelijke_gemeente;gastouderbureau_1;gastouderbureau_2;gastouderbureau_3;gastouderbureau_4;gastouderbureau_5;gastouderbureau_6;gastouderbureau_7;gastouderbureau_8;gastouderbureau_9;gastouderbureau_10;lrk_url
198912997;VGO;Nee;Dijk;6;;Ingeschreven;21-12-2015;Biezenpoortstraat 7 ;3421BJ;Oudewater;0589010000257646;Dijk;;;;;;;;;;;;;;;'';;;589;Oudewater;118706263;823783145;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d3eb2dcb-a149-4294-905f-154ded08b80d
198923703;BSO;Nee;Buitenschoolse Opvang Sterrendonk;80;;Ingeschreven;01-01-2005;Sterrenlaan 25 ;4907GH;Oosterhout;0826010000021143;Stichting Delta-kinderopvang;41104988;000025479784;Stichting;2015-12-16;;Postbus 6028;4900HA;Oosterhout;;Sterrenlaan 25a ;4907GH;Oosterhout;;mevr. E.C.A.J. van den Heuvel - van Halderen;'0162 461001';info-kinderopvang@stichtingdelta.nl;http://www.kinderopvangoosterhout.nl;826;Oosterhout;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f6a73e80-6b89-46b9-a6a1-38d079c3d261
198925529;VGO;Nee;Fikkers;6;;Ingeschreven;26-03-2020;Opvang bij de vraagouder;;;;Fikkers;;;;;;;;;;;;;;;'';;;202;Arnhem;175853319;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/fafc3194-3068-4a0a-ab87-fbf3f5ca2e2b
198930409;KDV;Nee;Fris! Kinderopvang Locatie Eloy-Peuteropvang;16;Nee;Ingeschreven;01-07-2024;Klingelbeek 28 ;7339LD;Ugchelen;0200010003961819;Fris! Kinderdagverblijven Locatie BSO B.V.;57386366;000026836750;BeslotenVennootschap;2016-05-09;;Postbus 2728;3500GS;Utrecht;;;;;;Fris! Kinderopvang;'088-2523661';kwaliteit@friskinderopvang.nl;;200;Apeldoorn;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c3764d2f-60ca-4ae2-8928-0a0978f31b84
198933253;BSO;Nee;Nummereen Kinderopvang 4-13 jaar locatie Riethoven;61;;Ingeschreven;01-01-2005;Schoolstraat 15 ;5561AH;Riethoven;1724010000003667;Nummereen Kinderopvang B.V.;17207374;;Besloten Vennootschap;2016-03-16;;Dalemsedijk 5 ;5521RM;Eersel;;Dalemsedijk 5 ;5521RM;Eersel;;H. van de Sande;'0497-517814';Info@nummereen.com;;1724;Bergeijk;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/61a91c02-414c-4076-927c-76f73b466409
198940166;BSO;Nee;KinderWORLD Almere;47;;Ingeschreven;01-01-2005;Fontanapad 2 ;1351GP;Almere;0034010000037448;KinderWORLD Almere B.V.;39074702;000017047501;BV;2016-03-01;;Audioweg 5 ;1322AT;Almere;;Audioweg 5 ;1322AT;Almere;;W. List;'036-5464748';wendy@kinderworld.nl;http://www.kindworld.nl;34;Almere;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d001893c-328f-499d-b111-422bd2e4203a
198944123;KDV;Nee;de Kleine Wereld;32;Ja;Ingeschreven;26-06-2015;Van Ruysbroekstraat 11 ;2531TG;'s-Gravenhage;0518010001658975;Stichting Jongleren;69092222;000022146229;Stichting;2018-01-01;;Postbus 43197;2504AD;'s-Gravenhage;;;;;;I. van der Stijl;'070-2052000';;http://www.jonglerendenhaag.nl;518;'s-Gravenhage;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/fab3a171-d5c6-42b4-8abb-eead61fb7fd3
198965461;KDV;Nee;Kinderopvang De Cristallijn;34;Nee;Ingeschreven;06-03-2007;Zonnebloemveld 8 ;6641TA;Beuningen Gld;0209010000008416;Siahaya;59344326;000007044909;Eenmanszaak;2015-12-03;;;;;;Zonnebloemveld 8 ;6641TA;Beuningen Gld;;T. Siahaya;'024-6778122';info@cristallijn.com;http://www.cristallijn.com;209;Beuningen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e3bd4257-e98f-4e00-a79b-9691212f0a28
198967317;VGO;Nee;Noort Verstappen;6;;Ingeschreven;17-01-2017;Snavelbies 26 ;5953MR;Reuver;0889010000272850;Noort Verstappen;;;;;;;;;;;;;;;'';;;889;Beesel;357692585;862582209;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/89e83958-119b-4274-8d19-f8daedec1e8b
198972775;VGO;Nee;Eelvelt;6;;Ingeschreven;25-08-2010;Vieveenland 31 ;2264LB;Leidschendam;1916010000364059;Eelvelt;;;;;;;;;;;;;;;'';;;1916;Leidschendam-Voorburg;160012351;266611904;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d5c6d7b0-775f-4a58-af77-98516505efac
198973044;BSO;Nee;BSO Speeldorp;48;;Ingeschreven;29-07-2011;Dorpsstraat 98 ;7524CK;Enschede;0153010000349023;Stichting Humankind;41208044;000027308529;Stichting;2016-01-14;;Postbus 591;6400AN;Heerlen;;Roomweg 63 ;7523BL;Enschede;;Regio Directeur Oost-Twente;'0532005714';regiooosttwente@humankind.nl;http://www.humankind.nl;153;Enschede;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/8bf2f7cb-f3c5-45d1-a4ce-91ed7bae67ba
198980036;VGO;Nee;Hendriks van Beek;5;;Ingeschreven;23-11-2017;Populierendreef 106 ;3137CW;Vlaardingen;0622010000087597;Hendriks van Beek;;;;;;;;;;;;;;;'';;;622;Vlaardingen;146575891;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5a84d46f-3f6e-4b88-a6f1-ee3574129f1b
198999276;VGO;Nee;Vegt;4;;Ingeschreven;15-02-2022;Opvang bij de vraagouder;;;;Vegt;;;;;;;;;;;;;;I. Vegt;'0683511230';info@irisvegt.nl;;575;Noordwijk;167213076;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/268abbd4-cb9a-43d7-8318-1e4dee18b0c2
199003920;KDV;Nee;De Woezel;15;Ja;Ingeschreven;21-10-2015;De Krogt 6 ;2361GT;Warmond;1525010000065110;Smallsteps B.V.;60901934;000041165324;Besloten Vennootschap;2016-01-27;;Postbus 396;4130EJ;Vianen;;;;;;Facilitair Service Bureau;'0742557000';facilities@smallsteps.nl;http://www.smallsteps.nl;1525;Teylingen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/cf5ca398-aa36-4207-a6c0-ec09ca908e65
199021831;BSO;Nee;BSO De Witte Tovertuin;40;;Ingeschreven;01-10-2010;Hoofdweg 247 ;9695AH;Bellingwolde;0007010000000367;BSO De Witte Tovertuin B.V.;90713737;000018491499;Besloten Vennootschap;2015-11-25;;Hoofdweg 247 ;9695AH;Bellingwolde;;Hoofdweg 247 ;9695AH;Bellingwolde;;M.T. de Wit-Houweling;'0631697935';info@dewittetovertuin.nl;http://www.dewittetovertuin.nl;1950;Westerwolde;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a5760946-f278-4dbf-a049-51015848b982
199048940;KDV;Nee;KDV de Appelboom-Zuid;30;Ja;Ingeschreven;22-01-2024;Vechtstraat 88 ;1079JN;Amsterdam;0363010001022679;KDV De Appelboom;60140836;000049727419;VOF;2015-12-18;;Purmerweg 86 ;1023BB;Amsterdam;;Elzenhagensingel 45 ;1022LA;Amsterdam;;Sukran Durmus Ozturk;'0641526255';sukran@kdvdeappelboom.nl;http://www.kdvdeappelboom.nl ;363;Amsterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/768240b4-3e46-49ba-97ec-de11bdd1330a
199060587;VGO;Nee;Smeerdijk;6;;Ingeschreven;03-10-2014;Laurierdonk 13 ;3206BZ;Spijkenisse;0612010000035641;Smeerdijk;;;;;;;;;;;;;;;'';;;1930;Nissewaard;225197686;510383154;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/fe900972-c783-42f6-b006-a4454ddeeac4
199063230;VGO;Nee;Pijnenburg - Stevens;6;;Ingeschreven;02-05-2013;Hoge Akker 51 ;4911BX;Den Hout;0826010000008826;Pijnenburg - Stevens;;;;;;;;;;;;;;;'';;;826;Oosterhout;149711980;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b6a6f4d5-0bee-4f64-b707-9dbce9e979a0
199067417;VGO;Nee;T. Hoogwout;6;;Ingeschreven;01-08-2026;Opvang bij de vraagouder;;;;Hoogwout;;;;;;;;;;;;;;;'';;;397;Heemstede;300562020;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4d5c712e-3fee-4e86-9b84-7812caed881a
199089966;VGO;Nee;Blanke;6;;Ingeschreven;13-11-2014;Oude Commissieweg 24 ;9257MC;Noardburgum;0737010000008592;Blanke;;;;;;;;;;;;;;Anne Pols;'0518-421074';info@friesekleintjes.nl;;737;Tytsjerksteradiel;232661960;321609657;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/123157aa-1e36-4dee-a3e8-99125d3ca220
199098906;KDV;Nee;Kinderopvang De Speeltoren;78;Nee;Ingeschreven;01-01-2010;Lizzy Ansinghstraat 84 ;1072RD;Amsterdam;0363010000915487;Smallsteps B.V.;60901934;000021054177;Besloten Vennootschap;2016-01-27;;Postbus 396;4130EJ;Vianen;;Postbus 396;4130EJ;Vianen;;Regiosecretariaat;'+31882357550';regiosecretariaat@partou.nl;http://www.smallsteps.nl;363;Amsterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ffaeb666-fe5c-4d5e-ad44-c4b0fab30334
199107749;VGO;Nee;Bremmers Coort;6;;Ingeschreven;28-11-2017;Pater Petersstraat 37 ;5935AV;Steyl;0983010000078460;Bremmers Coort;;;;;;;;;;;;;;;'';;;983;Venlo;681840596;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/083ca903-1a54-49ce-a0e2-b0e13951b5a4
199110062;KDV;Nee;Het Toddlers Huis Kraneweg;39;Nee;Ingeschreven;01-01-2010;Kraneweg 107 ;9718JN;Groningen;0014010022196652;Toddlers Huis Groningen B.V.;61326224;;BV;2015-12-21;;Friesestraatweg 217e ;9743AD;Groningen;;Friesestraatweg 217e ;9743AD;Groningen;;H.F.J. Noordstrand;'050-5791072';info@toddlershuis.nl;http://www.toddlershuis.nl;14;Groningen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/df5a3e32-f87b-47f8-aa05-14a95952b02d
199114341;KDV;Nee;Spring in ‘t Veld;18;Nee;Ingeschreven;22-08-2011;Rondekamp 1 ;7433SJ;Schalkhaar;0150010000041631;KOSMO Salland B.V.;93076274;000062515640;Besloten Vennootschap;2024-09-02;;Twentepoort West 5 ;7609RD;Almelo;;;;;;Afdeling facilitair;'088-2347321';facilitair@kosmo.nl;http://www.kosmo.nl;150;Deventer;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/3fab2071-06c2-46d7-9902-6c49e3f312e0
199121266;VGO;Nee;Mossel Muller;4;;Ingeschreven;30-06-2020;Opvang bij de vraagouder;;;;Mossel Muller;;;;;;;;;;;;;;;'';;;193;Zwolle;225000520;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a738689b-a25e-48c0-8021-1331797bbeba
199123688;VGO;Nee;van Sundert - Weijters;6;;Ingeschreven;23-09-2010;Liesbosweg 218 ;4872NE;Etten-Leur;0777010000193979;van Sundert - Weijters;;;;;;;;;;;;;;;'';;;777;Etten-Leur;165157471;561668085;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7ad4d882-12f3-4c81-945e-c821ee287d40
199124619;VGO;Nee;Rinsema Rekker;6;;Ingeschreven;04-06-2021;Schansmeerweg 3 ;8435TE;Donkerbroek;0085010000054636;Rinsema Rekker;;;;;;;;;;;;;;;'';;;85;Ooststellingwerf;226138185;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1d93aa1c-8f8f-4941-8408-cb655fef3801
199126070;VGO;Nee;Rietveld-Imminkhuizen;6;;Ingeschreven;03-09-2013;Prunushof 16 ;3927AZ;Renswoude;0339010000000756;Rietveld-Imminkhuizen;;;;;;;;;;;;;;;'';;;339;Renswoude;955688899;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e7d4a63a-8b7f-428f-93c8-d2b2e4a8abd1
199134388;BSO;Nee;BSO de Oversteek;66;;Ingeschreven;01-07-2019;Dorpsstraat 28 ;5298CB;Liempde;0757010001474881;Stichting Humankind;41208044;000045458898;Stichting;2016-01-14;;Postbus 591;6400AN;Heerlen;;Helvoirtseweg 9 ;5261CA;Vught;;Regiodirecteur Midden-Brabant;'073-7119400';regiomiddenbrabant@humankind.nl;http://www.humankind.nl;757;Boxtel;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c27d57f1-0366-40db-98c0-1ca3ba1b5a40
199137262;BSO;Nee;SKSG Engelbert;30;;Ingeschreven;01-01-2010;Woldjerspoorweg 5a ;9723ER;Groningen;0014010011073165;Stichting Kinderopvang Stad Groningen;41012651;;Stichting;2016-01-06;;Hereweg 101 ;9721AA;Groningen;;Hereweg 101 ;9721AA;Groningen;;SKSG;'050-3171390';secretariaat@sksg.nl;http://www.sksg.nl;14;Groningen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c56da1b7-e03a-4248-9c97-9a478021f9cc
199156839;VGO;Nee;Akce Özkan;4;;Ingeschreven;22-12-2025;Opvang bij de vraagouder;;;;Akce Özkan;;;;;;;;;;;;;;;'';;;307;Amersfoort;161848060;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e5d26598-21ac-42ce-859b-5bfb29a24244
199157017;BSO;Nee;BSO Kool en Bosch;11;;Ingeschreven;15-01-2013;Rijksstraatweg 43 ;1396JD;Baambrugge;0736010000106556;De Walvis B.V.;30222153;000025981803;BV;2016-02-08;;Holendrecht 29 ;1391VT;Abcoude;;Holendrecht 29 ;1391VT;Abcoude;;A. Kisman;'06-48959568';info@koolenbosch.nl;http://www.koolenbosch.nl;736;De Ronde Venen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/01b9052e-9669-4b56-a173-713ec6882037
199158721;KDV;Nee;De Hummelhoeve;30;Nee;Ingeschreven;26-03-2009;Laagstraat 62 ;5102XW;Dongen;0766010000005218;Mallens - van Vessem;73690619;000015113418;Eenmanszaak;2016-01-07;;;;;;Laagstraat 62 ;5102XW;Dongen;;mevr. N.P.N.C. Mallens;'0162-314200';info@dehummelhoeve.nl;http://www.dehummelhoeve.nl;766;Dongen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0a079408-db97-443e-887a-2eaf3834f324
199161914;VGO;Nee;Verschuur-Koesveld;6;;Ingeschreven;13-09-2010;Dreef 4 ;8256AW;Biddinghuizen;0303010000620738;Verschuur-Koesveld;;;;;;;;;;;;;;;'';;;303;Dronten;208466496;225000520;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6606a18f-6e19-472b-a5bd-8da23992cea4
199170319;BSO;Nee;Villa Bab-Belaar;42;;Ingeschreven;01-06-2023;Meidoornstraat 3c ;2861VH;Bergambacht;1931010002131542;Stichting Waardse Kids Kinderdagopvang en BSO;41173685;;Stichting;2015-11-27;;Meidoornstraat 3e ;2861VH;Bergambacht;;;;;;Saskia Sideridis;'0182387474';info@waardsekids.nl;http://www.waardsekids.nl;1931;Krimpenerwaard;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/eb26bdad-435c-4746-b967-71d1098fcd87
199176425;BSO;Nee;Knutselkookclub;20;;Ingeschreven;01-09-2018;Stuyvesantstraat 76 ;2023KR;Haarlem;0392010000102562;Rijn;51366207;000021406790;Eenmanszaak;2018-04-25;;;;;;Stuyvesantstraat 76 ;2023KR;Haarlem;;E. van Rijn;'+31 0617449478';info@knutselkookclub.nl;http://www.knutselkookclub.nl;392;Haarlem;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d6eb17ed-63f1-484f-b1d2-564add26457e
199187071;BSO;Nee;De Jottum! Club;53;;Ingeschreven;09-11-2004;Mondriaanstraat 18 ;6717SB;Ede;0228010000030614;George Brown B.V.;09130521;;BeslotenVennootschap;2018-05-30;;Keetmolenweg 37 ;6711PH;Ede;;Mondriaanstraat 18 ;6717SB;Ede;;Mevr. E. Veenendaal;'0318590259';jottumkdv@zonnet.nl;http://www.jottumkinderdagverblijf.nl;228;Ede;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f657e9c1-f1ee-4800-b1ab-30e0867ab636
199188683;KDV;Nee;Nummereen kinderopvang 0-4 jaar locatie MFA Noord;100;Ja;Ingeschreven;25-04-2012;Smelen 38C ;5508SM;Veldhoven;0861010000420572;Nummereen Kinderopvang B.V.;17207374;;Besloten Vennootschap;2016-03-16;;Dalemsedijk 5 ;5521RM;Eersel;;Dalemsedijk 5 ;5521RM;Eersel;;H. vd Sande;'0497-517814';info@nummereen.com;;861;Veldhoven;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2538a3b9-bc13-4787-b1a1-e3e65cf271be
199192819;VGO;Nee;Timmer-Post;6;;Ingeschreven;24-01-2011;Molenstraat 5b ;7671KA;Vriezenveen;1700010000006845;Timmer;;;;;;;;;;;;;;;'';;;1700;Twenterand;106361466;190734243;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/65501a4f-6c2b-4546-a8b7-c54dc72bb9e7
199212302;VGO;Nee;Teurlincx van Kuijk;6;;Ingeschreven;28-08-2017;Opvang bij de vraagouder;;;;Teurlincx van Kuijk;;;;;;;;;;;;;;;'';;;855;Tilburg;121514882;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f9b5dcaa-3429-4fc6-9abf-bce10bbd87ca
199247377;KDV;Nee;Vriendjes Passende Zorg-Locatie Waterwin;20;Nee;Ingeschreven;07-04-2025;Musicallaan 102 ;3543BT;Utrecht;0344010000091498;Vriendjes voor Altijd B.V.;75036525;000061813087;Besloten Vennootschap;2019-09-02;;Julianalaan 2 ;3761DE;Soest;;;;;;Ilse Agterberg;'06-43240160';ilse@vriendjes.nl;http://www.vriendjes.nl;344;Utrecht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/69ec3d57-0eb8-4195-8266-6cd43646ba8f
199250662;BSO;Nee;Kindergarden Amsterdam Voormalige Stadstimmertuin;66;;Ingeschreven;18-04-2018;Voormalige Stadstimmertuin 1 ;1018ET;Amsterdam;0363010003763644;Kindergarden Nederland B.V.;33303797;000032363753;Besloten Vennootschap;2016-01-12;;Herengracht 250 ;1016BV;Amsterdam;;;;;;Kindergarden Nederland;'+31 0204235422';info@kindergarden.nl;http://www.kindergarden.nl;363;Amsterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7b4486f4-7891-471f-a11d-dd832b8168c6
199257309;KDV;Nee;Villa Kakelbont-Breda 5;16;Nee;Ingeschreven;01-01-2005;Prins Hendrikstraat 190 ;4835PT;Breda;0758010000046307;Villa Kakelbont-Breda B.V.;20096097;000041013069;Besloten Vennootschap;2016-01-06;;Mathenessestraat 25 ;4834EA;Breda;;;;;;Mevrouw A. Gommers;'076-55650333';admin@villakakelbont-breda.nl;http://www.villakakelbont-breda.nl;758;Breda;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0b883594-330b-4251-b2eb-2b878f2390d6
199259975;VGO;Nee;Capaan;6;;Ingeschreven;01-01-2019;Voorhelmstraat 39 ZW;2012ZN;Haarlem;0392010000070631;Capaan;;;;;;;;;;;;;;;'';;;392;Haarlem;444586490;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a202641c-a079-4c5c-ac7c-a1835d44de4f
199261970;VGO;Nee;Peters-van Pol;6;;Ingeschreven;11-11-2010;Moeselschansweg 35 ;6005NA;Weert;0988010000015924;Peters-van Pol;;;;;;;;;;;;;;;'';;;988;Weert;233827158;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/caf1f1f8-3f95-47e0-a5d3-add32f499845
199274721;KDV;Nee;Veurselaan 113;37;Nee;Ingeschreven;01-07-2016;Veurselaan 113 ;2272AT;Voorburg;1916010000080971;Smallsteps B.V.;60901934;000015989534;Besloten Vennootschap;2016-01-27;;Postbus 396;4130EJ;Vianen;;;;;;Regiosecretariaat;'088-2357550';regiosecretariaat@partou.nl;http://www.smallsteps.nl;1916;Leidschendam-Voorburg;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2da3e28b-62f1-412f-a06c-03019844a3c5
199281580;BSO;Nee;BSO Op Stelten;50;;Ingeschreven;01-09-2011;Scharlakenlaan 26 ;9751HD;Haren Gn;0017010000015071;Stichting Kinderopvang Haren;41012089;;Stichting;2015-12-11;;Waterhuizerweg 7 ;9753HP;Haren Gn;;Waterhuizerweg 7 ;9753HP;Haren Gn;;Emmie Huiskes;'06-55775009';e.huiskes@kinderopvangharen.nl;http://www.kinderopvangharen.nl/;14;Groningen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a9f12e78-3fb3-4b0a-9e98-585f8ed4e55e
199290982;BSO;Nee;Babino BSO De Oranje Nassau (bovenbouw);30;;Ingeschreven;12-06-2017;Burgemeester Amersfoordtlaan 61 ;1171DM;Badhoevedorp;0394010000300156;Babino B.V.;52407713;000002690047;Besloten Vennootschap;2015-12-28;;Kerkstraat 2 ;1551BN;Westzaan;;Kerkstraat 2 ;1551BN;Westzaan;;M. Beets;'075-2020389';m.beets@babino.nl;http://www.babino.nl;394;Haarlemmermeer;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1d0cd8e5-b984-4c10-8877-da7dfd58fe93
199298610;KDV;Nee;Ot en Sien;50;Nee;Ingeschreven;01-01-2010;Houttuinlaan 4 ;3447GM;Woerden;0632010000010006;Kinderopvang Woerden;30249376;000052920089;BeslotenVennootschap;2015-12-29;;Korenmolenlaan 4C ;3447GG;Woerden;;Houttuinlaan 4 ;3447GM;Woerden;;;'0348-424211';;http://www.kdv-despeelweide.nl;632;Woerden;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/46763cd8-bee4-43a1-8548-6ab0211f08c4
199299985;VGO;Nee;Slagboom;6;;Ingeschreven;28-09-2010;Reumersweg 11 ;3912AH;Rhenen;0340010000349890;Slagboom;;;;;;;;;;;;;;;'';;;340;Rhenen;213792849;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/cb749d02-c783-4b1e-b3f5-fb2a65e3e5e5
199301177;BSO;Nee;Bibelebontse Borg;60;;Ingeschreven;01-02-2008;Wederikweg 19 ;9753AA;Haren Gn;0017010000006705;Stichting Kinderopvang Haren;41012089;;Stichting;2015-12-11;;Waterhuizerweg 7 ;9753HP;Haren Gn;;Wederikweg 19 ;9753AA;Haren Gn;;Mevr. E. Huiskes;'06-55775009';e.huiskes@kinderopvangharen.nl;http://www.kinderopvangharen.nl;14;Groningen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/fc841b37-540e-4809-9913-ba9e42391fc8
199306217;GOB;Nee;GastouderBemiddelingsBureau FLEX;;;Ingeschreven;01-01-2010;Keermanslaan 112 ;4835GG;Breda;0758010000108650;Roovers Kivits;20135084;000012903744;Eenmanszaak;2015-12-09;;;;;;;;;;Carin Roovers;'06-24477178';westbrabant@flex-gastouder.nl;http://www.flexgastouder.nl;758;Breda;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b0362268-6f4e-49bf-8297-6d84a34d3031
199311511;KDV;Nee;Peuterhoek;16;Ja;Ingeschreven;16-08-2021;Rie Mastenbroekplein 2a ;3223KJ;Hellevoetsluis;0530010002126489;De Kinderkoepel Kinderopvang B.V.;24436293;;BeslotenVennootschap;2015-12-23;;Christiaan Huygensweg 38f ;3225LD;Hellevoetsluis;;;;;;M. Rehorst;'0181-325049';m.rehorst@kinderkoepel.nl;http://www.kinderkoepel.nl;1992;Voorne aan Zee;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/499691a7-045a-4d72-8181-7c5fa713f676
199314445;BSO;Nee;Ukkie B.V.;44;;Ingeschreven;01-02-2022;De Voorst 21a ;8325XC;Vollenhove;1708010000010809;Ukkie B.V.;84367288;000050489666;Besloten Vennootschap;2022-01-10;;Nijverheidspad 10 ;8321DV;Urk;;De Voorst 21a ;8325XC;Vollenhove;;Coby Bakker-Oost;'0612412936';coby@kinderdagverblijfurk.nl;http://www.ukkievollenhove.nl;1708;Steenwijkerland;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0be6d905-9448-4c3a-b9a7-b8f0b2d12515
199315462;KDV;Nee;Up Kinderopvang;79;Nee;Ingeschreven;01-01-2010;Wethouder Fischerplantsoen 40 ;2497DJ;'s-Gravenhage;0518010000816723;Kinderopvang Morgen;41156673;000007948301;Stichting;2016-02-09;;Martin Campslaan 3 ;2286SB;Rijswijk;;;;;;A. van Welie;'070-7920420';info@upkinderopvang.nl;http://www.upkinderopvang.nl;518;'s-Gravenhage;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/52d171ac-c12e-4f2e-a71a-6c62c7780a5f
199319741;BSO;Nee;Kiekeboe Kinderopvang BSO Kidzkasteel;30;;Ingeschreven;02-04-2010;Nicolaas Beetslaan 2 ;3705SW;Zeist;0355010000800658;Kiekeboe Kinderopvang B.V.;50142623;000000230596;Besloten Vennootschap;2016-01-11;;Postbus 2728;3500GS;Utrecht;;Postbus 2728;3500GS;Utrecht;;Kiekeboe Kinderopvang;'';kwaliteit@kiekeboe.net;http://kiekeboe.info;355;Zeist;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/043a90ac-ad74-445a-b795-1e79bbc026df
